Material;Qtd.  UM registro; Montante em MI ;Departamento;Mês
801047;-8;-22,99;DTE;2
801081;-12;-311,14;DIT;2
803443;-80;-885,58;DTM;2
803583;-606;-357,98;DTM;2
805159;-5;-9.082,30;DTM;2
120007;-1;-32,08;DTM;2
120100;-10;-149;DTM;2
120170;-2;-102,8;DTM;2
120182;-1;-158,2;DTO;2
120260;-1;-158,87;DTO;2
120261;-1;-158,87;DTO;2
120332;-1;-159,09;DTO;2
120335;-1;-159,09;DTO;2
120343;-1;-158,87;DTO;2
120392;-1;-519,84;DTM;2
400011;-1;-104,75;DTM;2
400011;-1;-104,75;DTM;2
400040;-1;-13.637,57;DTM;2
400072;-1;-4.012,43;DIT;2
400140;-8;-60,4;DTM;2
400140;-2;-15,1;DTM;2
400140;-2;-15,1;DTM;2
400140;-12;-90,59;DTM;2
400140;-8;-60,4;DTM;2
400140;-8;-60,4;DTM;2
400140;-4;-30,2;DTM;2
400140;-1;-7,55;DTM;2
400224;-4;-6.466,60;DIT;2
400288;-1;-23.262,45;DTM;2
400307;-4;-25,45;DTM;2
400307;-10;-63,62;DTM;2
400484;-2;-32,03;DTM;2
400673;-10;-13,88;DTM;2
400673;-10;-13,88;DTM;2
400673;-22;-30,53;DTM;2
400673;-41;-56,9;DTM;2
400673;-10;-13,88;DTM;2
400673;-12;-16,65;DTM;2
400673;-15;-20,82;DTM;2
400673;-9;-12,49;DTM;2
400673;-4;-5,55;DTM;2
400673;-16;-22,2;DTM;2
400730;-3.000;-57.400,59;DTE;2
400889;-20;-1.321,01;DIT;2
400906;-5;-497,3;DTM;2
400906;-5;-497,3;DTM;2
400906;-5;-497,3;DTM;2
400906;-9;-895,15;DTM;2
400906;-5;-497,3;DTM;2
400906;-6;-596,76;DTM;2
400942;-4;-18,74;DTM;2
400942;-2;-9,37;DTM;2
400955;-4;-16,84;DTM;2
400955;-4;-16,84;DTM;2
400955;-4;-16,84;DTM;2
400955;-2;-8,42;DTM;2
400968;-2;-3.991,86;DIT;2
400974;-11;-15,17;DTE;2
401116;-6;-217,49;DTM;2
401116;-6;-217,49;DTM;2
401116;-6;-217,49;DTM;2
401116;-6;-217,49;DTM;2
401117;-6;-73,59;DTM;2
401117;-4;-49,06;DTM;2
401117;-4;-49,06;DTM;2
401117;-18;-220,76;DTM;2
401117;-4;-49,06;DTM;2
401117;-4;-49,06;DTM;2
401117;-4;-49,06;DTM;2
401117;-4;-49,06;DTM;2
401117;-4;-49,06;DTM;2
401131;-18;-233,05;DTE;2
401131;-4;-51,79;DTE;2
401131;-36;-466,09;DTM;2
401131;-10;-129,47;DTE;2
401131;-11;-142,42;DTE;2
401131;-1;-12,95;DTE;2
401131;-7;-90,63;DTE;2
401131;-8;-103,58;DTE;2
401131;-3;-38,84;DTE;2
401131;-6;-77,68;DTE;2
401131;-2;-25,89;DTM;2
401131;-2;-25,89;DTM;2
401131;-3;-38,84;DTM;2
401131;-59;-763,88;DTE;2
401131;-7;-90,63;DTE;2
401131;-35;-453,15;DTE;2
401131;-5;-64,74;DTM;2
401131;-6;-77,68;DTM;2
401131;-2;-25,89;DTM;2
401131;-1;-12,95;DTM;2
401131;-98;-1.268,81;DTE;2
401131;-3;-38,84;DTE;2
401131;-3;-38,84;DTE;2
401131;-1;-12,95;DTE;2
401131;-17;-220,1;DTE;2
401131;-20;-258,94;DTE;2
401131;-2;-25,89;DTM;2
401131;-26;-336,62;DTE;2
401131;-36;-466,09;DTE;2
401131;-1;-12,95;DTM;2
401131;-13;-168,31;DTE;2
401131;-2;-25,89;DTM;2
401131;-2;-25,89;DTM;2
401131;-14;-181,26;DTM;2
401131;-7;-90,63;DTM;2
401131;-8;-103,58;DTM;2
401131;-6;-77,68;DTM;2
401131;-3;-38,84;DTM;2
401131;-2;-25,89;DTM;2
401131;-6;-77,68;DTM;2
401131;-6;-77,68;DTM;2
401131;-7;-90,63;DTM;2
401131;-6;-77,68;DTM;2
401131;-2;-25,89;DTM;2
401131;-6;-77,68;DTM;2
401131;-2;-25,89;DTM;2
401131;-13;-168,31;DTM;2
401131;-10;-129,47;DTM;2
401131;-4;-51,79;DTM;2
401131;-6;-77,68;DTM;2
401131;-5;-64,74;DTM;2
401131;-8;-103,58;DTM;2
401131;-2;-25,89;DTM;2
401131;-2;-25,89;DTE;2
401131;-4;-51,79;DTM;2
401131;-14;-181,26;DTE;2
401131;-11;-142,42;DTE;2
401131;-10;-129,47;DTE;2
401131;-128;-1.657,22;DTE;2
401131;-61;-789,77;DTE;2
401131;-2;-25,89;DTM;2
401131;-1;-12,95;DTM;2
401131;-83;-1.074,60;DTE;2
401131;-1;-12,95;DTE;2
401131;-1;-12,95;DTE;2
401131;-11;-142,42;DTM;2
401131;-2;-25,89;DTM;2
401131;-9;-116,52;DTM;2
401131;-15;-194,21;DTE;2
401131;-4;-51,79;DTM;2
401131;-14;-181,26;DTM;2
401131;-24;-310,73;DTE;2
401131;-1;-12,95;DTE;2
401131;-1;-12,95;DTE;2
401131;-12;-155,36;DTE;2
401131;-1;-12,95;DTE;2
401131;-2;-25,89;DTE;2
401131;-2;-25,89;DTE;2
401131;-31;-401,36;DTE;2
401131;-4;-51,79;DTE;2
401131;-3;-38,84;DTM;2
401131;-2;-25,89;DTM;2
401131;-6;-77,68;DTM;2
401131;-2;-25,89;DTM;2
401131;-74;-958,08;DIT;2
401131;-9;-116,52;DTM;2
401131;-7;-90,63;DTM;2
401131;-3;-38,84;DTM;2
401131;-12;-155,36;DTM;2
401131;-2;-25,89;DTM;2
401131;-2;-25,89;DTM;2
401131;-20;-258,94;DTM;2
401131;-2;-25,89;DTM;2
401131;-6;-77,68;DTM;2
401131;-4;-51,79;DTM;2
401131;-16;-207,15;DTM;2
401131;-8;-103,58;DTM;2
401131;-8;-103,58;DTM;2
401131;-2;-25,89;DTM;2
401131;-4;-51,79;DTM;2
401131;-6;-77,68;DTM;2
401131;-4;-51,79;DTM;2
401131;-6;-77,68;DTM;2
401131;-2;-25,89;DTM;2
401131;-1;-12,95;DTM;2
401131;-23;-297,78;DTE;2
401131;-2;-25,89;DTM;2
401131;-6;-77,68;DTM;2
401131;-6;-77,68;DTE;2
401131;-6;-77,68;DTE;2
401131;-2;-25,89;DTM;2
401131;-3;-38,84;DTM;2
401131;-11;-142,42;DTE;2
401131;-1;-12,95;DTM;2
401131;-19;-245,99;DTM;2
401131;-14;-181,26;DTM;2
401131;-33;-427,25;DTE;2
401131;-4;-51,79;DTE;2
401131;-4;-51,79;DTE;2
401131;-3;-38,84;DTM;2
401131;-72;-932,19;DTE;2
401131;-4;-51,79;DTM;2
401131;-3;-38,84;DTM;2
401131;-153;-1.980,90;DTE;2
401131;-1;-12,95;DTE;2
401131;-5;-64,74;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-1;-23,57;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-1;-23,57;DTM;2
401239;-2;-47,14;DTE;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-8;-188,58;DTM;2
401239;-3;-70,72;DTM;2
401239;-1;-23,57;DTM;2
401239;-6;-141,43;DTM;2
401239;-3;-70,72;DTM;2
401239;-3;-70,72;DTM;2
401239;-2;-47,14;DTM;2
401239;-3;-70,72;DTM;2
401451;-3;-70,94;DTM;2
401451;-3;-70,94;DTM;2
401451;-3;-70,94;DTM;2
401451;-3;-70,94;DTM;2
401451;-3;-70,94;DTM;2
401451;-6;-141,88;DTM;2
401451;-3;-70,94;DTM;2
401451;-3;-70,94;DTM;2
401566;-1;-23,9;DTM;2
401566;-5;-119,51;DTM;2
401620;-1;-2,91;DTM;2
401620;-2;-5,82;DTM;2
401629;-2;-61.601,07;DIT;2
401655;-4;-49,37;DTM;2
401655;-4;-49,37;DTM;2
401844;-2;-191,71;DTE;2
402065;-1;-15,75;DTM;2
402127;-8;-35,25;DTM;2
402127;-12;-52,87;DTM;2
402127;-8;-35,25;DTM;2
402127;-9;-39,66;DTM;2
402127;-6;-26,44;DTM;2
402127;-4;-17,62;DTM;2
402127;-6;-26,44;DTM;2
402127;-4;-17,62;DTM;2
402287;-2;-21,75;DTM;2
402287;-1;-10,87;DTM;2
402287;-2;-21,75;DTM;2
402287;-2;-21,75;DTM;2
402296;-12;-148,52;DTE;2
402307;-36;-2.566,28;DTM;2
402307;-75;-5.346,41;DTM;2
402307;-30;-2.138,56;DTM;2
402307;-16;-1.140,57;DTM;2
402307;-44;-3.136,56;DTM;2
402307;-10;-712,85;DTM;2
402307;-25;-1.782,14;DTM;2
402307;-24;-1.710,85;DTM;2
402307;-30;-2.138,56;DTM;2
402307;-4;-285,14;DTM;2
402307;-20;-1.425,71;DTM;2
402307;-8;-570,28;DTM;2
402312;-8;-90,13;DTM;2
402312;-3;-33,8;DTM;2
402312;-3;-33,8;DTM;2
402312;-8;-90,13;DTM;2
402312;-4;-45,07;DTM;2
402312;-8;-90,13;DTM;2
403579;-728;-28.100,81;DPC;2
403642;-13.094;-199.943,16;DPC;2
404167;-10;-351.085,50;DPC;2
404170;-1;-35.108,55;DPC;2
404719;-1;-22,75;DTE;2
800021;-50;-3.365,65;DIT;2
800119;-8;-101,96;DIT;2
800260;-10;-179,52;DIT;2
800496;-24;-567,21;DIT;2
800499;-200;-1.883,89;DIT;2
800515;-48;-1.805,42;DIT;2
800541;-10;-20,14;DTM;2
800541;-3;-6,04;DTM;2
800541;-16;-32,23;DTM;2
800541;-8;-16,11;DTM;2
800541;-6;-12,08;DTM;2
800541;-4;-8,06;DTM;2
800541;-4;-8,06;DTM;2
800541;-12;-24,17;DTM;2
800541;-4;-8,06;DTM;2
800541;-4;-8,06;DTM;2
800541;-6;-12,08;DTM;2
800541;-4;-8,06;DTM;2
800541;-8;-16,11;DTM;2
800541;-20;-40,28;DTM;2
800541;-4;-8,06;DTM;2
800541;-4;-8,06;DTM;2
800541;-4;-8,06;DTM;2
800541;-6;-12,08;DTM;2
800541;-10;-20,14;DTM;2
800541;-4;-8,06;DTM;2
800541;-36;-72,51;DTM;2
800541;-4;-8,06;DTM;2
800541;-12;-24,17;DTM;2
800541;-8;-16,11;DTM;2
800541;-4;-8,06;DTM;2
800541;-8;-16,11;DTM;2
800541;-4;-8,06;DTM;2
800541;-20;-40,28;DTM;2
800541;-14;-28,2;DTM;2
800541;-6;-12,08;DTM;2
800541;-10;-20,14;DTM;2
800541;-10;-20,14;DTM;2
800541;-8;-16,11;DTM;2
800541;-16;-32,23;DTM;2
800541;-4;-8,06;DTM;2
800541;-6;-12,08;DTM;2
800541;-4;-8,06;DTM;2
800817;-30;-9.948,86;DIT;2
800847;-30;-7.767,17;DIT;2
800852;-30;-573,03;DPC;2
800872;-100;-4.972,06;DIT;2
800872;-300;0;DTM;2
800889;-100;-1.966,28;DIT;2
800922;-3;-66,48;DTM;2
800922;-2;-44,32;DTM;2
800922;-3;-66,48;DTM;2
800922;-2;-44,32;DTM;2
800922;-6;-132,96;DTM;2
800922;-4;-88,64;DTM;2
800922;-3;-66,48;DTM;2
800922;-30;-664,82;DIT;2
800922;-2;-44,32;DTM;2
800922;-2;-44,32;DTM;2
800922;-10;-221,61;DTM;2
800922;-1;-22,16;DTM;2
800922;-2;-44,32;DTM;2
800922;-4;-88,64;DTM;2
800922;-100;-2.216,05;DIT;2
801047;-200;-574,86;DIT;2
801112;-100;-17.970,79;DIT;2
801313;-13;-357,3;DIT;2
801313;-9;-247,36;DTM;2
801313;-30;-824,54;DTM;2
801313;-11;-302,33;DTM;2
801313;-3;-82,45;DTM;2
801313;-9;-247,36;DTM;2
801313;-9;-247,36;DTM;2
801313;-6;-164,91;DTM;2
801313;-3;-82,45;DTM;2
801313;-30;-824,54;DTM;2
801313;-12;-329,82;DTM;2
801313;-30;-824,54;DTM;2
801313;-12;-329,82;DTM;2
801313;-3;-82,45;DTM;2
801313;-24;-659,63;DTM;2
801313;-6;-164,91;DTM;2
801313;-6;-164,91;DTM;2
801313;-9;-247,36;DTM;2
801313;-12;-329,82;DTM;2
801313;-3;-82,45;DTM;2
801313;-6;-164,91;DTM;2
801373;-100;-917,7;DIT;2
400307;-3;-19,09;DTE;2
400730;-4.000;-76.534,12;DTE;2
400968;-2;-3.991,86;DTE;2
400974;-22;-30,35;DTE;2
400974;-6;-8,28;DTE;2
400974;-4;-5,52;DTE;2
400974;-6;-8,28;DTE;2
400974;-4;-5,52;DTE;2
400974;-6;-8,28;DTE;2
400974;-12;-16,55;DTE;2
400974;-6;-8,28;DTE;2
400974;-4;-5,52;DTE;2
400974;-4;-5,52;DTE;2
400974;-8;-11,04;DTE;2
400974;-6;-8,28;DTE;2
400974;-42;-57,93;DTE;2
400974;-8;-11,04;DTE;2
400974;-6;-8,28;DTE;2
400974;-20;-27,59;DTE;2
400974;-6;-8,28;DTE;2
400974;-4;-5,52;DTE;2
400974;-6;-8,28;DTE;2
400974;-6;-8,28;DTE;2
400974;-4;-5,52;DTE;2
400974;-6;-8,28;DTE;2
400974;-140;-193,12;DTE;2
400974;-48;-66,21;DTE;2
400974;-46;-63,45;DTE;2
400974;-6;-8,28;DTE;2
400974;-10;-13,79;DTE;2
400974;-6;-8,28;DTE;2
400974;-10;-13,79;DTE;2
400974;-6;-8,28;DTE;2
400974;-12;-16,55;DTE;2
400974;-6;-8,28;DTE;2
400974;-212;-292,43;DTE;2
400974;-18;-24,83;DTE;2
400974;-40;-55,18;DTE;2
400974;-4;-5,52;DTE;2
400974;-12;-16,55;DTE;2
400974;-52;-71,73;DTE;2
400974;-36;-49,66;DTE;2
400974;-4;-5,52;DTE;2
400974;-18;-24,83;DTE;2
400974;-6;-8,28;DTE;2
400974;-4;-5,52;DTE;2
400974;-42;-57,93;DTE;2
400974;-4;-5,52;DTE;2
400974;-165;-227,6;DTE;2
400974;-24;-33,11;DTE;2
400974;-6;-8,28;DTE;2
400974;-50;-68,97;DTE;2
400974;-4;-5,52;DTE;2
401239;-2;-47,14;DTE;2
401239;-1;-23,57;DTE;2
401239;-4;-94,29;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-3;-70,72;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-4;-94,29;DTE;2
401239;-1;-23,57;DTE;2
401239;-3;-70,72;DTE;2
401239;-3;-70,72;DTE;2
401239;-2;-47,14;DTE;2
401239;-3;-70,72;DTE;2
401239;-3;-70,72;DTE;2
401239;-2;-47,14;DTE;2
401239;-113;-2.663,64;DTE;2
401239;-25;-589,3;DTE;2
401239;-23;-542,16;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-4;-94,29;DTE;2
401239;-163;-3.842,24;DTE;2
401239;-7;-165;DTE;2
401239;-1;-23,57;DTE;2
401239;-10;-235,72;DTE;2
401239;-2;-47,14;DTE;2
401239;-3;-70,72;DTE;2
401239;-12;-282,86;DTE;2
401239;-3;-70,72;DTE;2
401239;-3;-70,72;DTE;2
401239;-4;-94,29;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-5;-117,86;DTE;2
401239;-4;-94,29;DTE;2
401239;-3;-70,72;DTE;2
401239;-1;-23,57;DTE;2
401239;-2;-47,14;DTE;2
401239;-1;-23,57;DTE;2
401239;-10;-235,72;DTE;2
401239;-2;-47,14;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-3;-70,72;DTE;2
401239;-1;-23,57;DTE;2
401239;-37;-872,16;DTE;2
401239;-1;-23,57;DTE;2
401239;-6;-141,43;DTE;2
401239;-1;-23,57;DTE;2
401239;-5;-117,86;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-114;-2.687,21;DTE;2
401239;-1;-23,57;DTE;2
401239;-1;-23,57;DTE;2
401239;-9;-212,15;DTE;2
401239;-7;-165;DTE;2
401264;-3;-79,9;DTE;2
401264;-3;-79,9;DTE;2
401264;-6;-159,79;DTE;2
401264;-15;-399,48;DTE;2
401264;-6;-159,79;DTE;2
401264;-6;-159,79;DTE;2
401264;-72;-1.917,48;DTE;2
401264;-6;-159,79;DTE;2
401264;-6;-159,79;DTE;2
401264;-18;-479,37;DTE;2
401296;-4;-8.858,35;DTE;2
402296;-3;-37,13;DTE;2
402296;-78;-965,4;DTE;2
402296;-3;-37,13;DTE;2
402296;-3;-37,13;DTE;2
402296;-9;-111,39;DTE;2
402296;-18;-222,79;DTE;2
402296;-9;-111,39;DTE;2
402296;-27;-334,18;DTE;2
402296;-45;-556,96;DTE;2
402296;-39;-482,7;DTE;2
402296;-3;-37,13;DTE;2
402296;-36;-445,57;DTE;2
402296;-3;-37,13;DTE;2
402296;-47;-581,72;DTE;2
402296;-18;-222,79;DTE;2
402296;-6;-74,26;DTE;2
402296;-3;-37,13;DTE;2
402296;-6;-74,26;DTE;2
402296;-3;-37,13;DTE;2
402296;-3;-37,13;DTE;2
402296;-3;-37,13;DTE;2
402296;-4;-49,51;DTE;2
402296;-3;-37,13;DTE;2
402296;-6;-74,26;DTE;2
402296;-91;-1.126,31;DTE;2
402296;-60;-742,62;DTE;2
402296;-42;-519,83;DTE;2
402296;-3;-37,13;DTE;2
402296;-1;-12,38;DTE;2
402296;-3;-37,13;DTE;2
402296;-3;-37,13;DTE;2
402296;-12;-148,52;DTE;2
402296;-16;-198,03;DTE;2
402296;-12;-148,52;DTE;2
402296;-3;-37,13;DTE;2
402296;-24;-297,05;DTE;2
402296;-48;-594,09;DTE;2
402296;-45;-556,96;DTE;2
402296;-30;-371,31;DTE;2
402296;-14;-173,28;DTE;2
402296;-33;-408,44;DTE;2
402296;-33;-408,44;DTE;2
402296;-33;-408,44;DTE;2
402296;-12;-148,52;DTE;2
402296;-3;-37,13;DTE;2
402296;-62;-767,37;DTE;2
402296;-3;-37,13;DTE;2
402296;-30;-371,31;DTE;2
402296;-3;-37,13;DTE;2
402296;-3;-37,13;DTE;2
402296;-21;-259,92;DTE;2
402296;-3;-37,13;DTE;2
402296;-9;-111,39;DTE;2
402296;-6;-74,26;DTE;2
402296;-9;-111,39;DTE;2
402312;-2;-22,53;DTE;2
402312;-3;-33,8;DTE;2
402312;-2;-22,53;DTE;2
402312;-1;-11,27;DTE;2
402312;-2;-22,53;DTE;2
402312;-17;-191,53;DTE;2
402312;-21;-236,59;DTE;2
402312;-44;-495,72;DTE;2
402312;-10;-112,66;DTE;2
402312;-16;-180,26;DTE;2
120065;-10;-195,69;DTM;2
120092;-10;-181,87;DTM;2
120284;-10;-189,2;DTM;2
120452;-50;-127,5;DTM;2
400011;-2;-209,5;DTE;2
400011;-2;-209,5;DTE;2
400011;-2;-209,5;DTE;2
400040;-1;-13.637,57;DIT;2
400040;-1;-13.637,57;DTM;2
400040;-1;-13.637,57;DTM;2
400072;-1;-4.012,43;DIT;2
400072;-3;-12.037,28;DIT;2
400122;-3;-6,1;DTE;2
400142;-3;-212,74;DTM;2
400142;-3;-212,74;DTM;2
400142;-6;-425,47;DTM;2
400142;-3;-212,74;DTM;2
400142;-6;-425,47;DTM;2
400142;-3;-212,74;DTM;2
400142;-3;-212,74;DTE;2
400142;-3;-212,74;DTM;2
400142;-3;-212,74;DTM;2
400142;-3;-212,74;DTM;2
400288;-2;-46.524,91;DTM;2
400288;-1;-23.262,45;DTM;2
400344;-1;-32,3;DTE;2
400375;-2;-17,6;DTE;2
400442;-21;-102,59;DTE;2
400460;-6;-147,46;DTE;2
400474;-137;-3.793,95;DTM;2
400474;-1;-27,69;DTE;2
400474;-128;-3.544,71;DTE;2
400474;-269;-7.449,44;DTE;2
400474;-63;-1.744,66;DTE;2
400474;-247;-6.840,19;DTE;2
400474;-3;-83,08;DTE;2
400474;-28;-775,41;DTE;2
400484;-1;-16,01;DTE;2
400487;-100;-5.726,10;DTM;2
400496;-2;-70,93;DTE;2
400506;-5;-53,09;DTE;2
400545;-6;-97,75;DTM;2
400594;-10;-948,56;DTM;2
400594;-19;-1.802,26;DTM;2
400594;-10;-948,56;DTM;2
400594;-10;-948,56;DTM;2
400594;-10;-948,56;DTM;2
400594;-10;-948,56;DTM;2
400594;-13;-1.233,12;DTE;2
400594;-17;-1.612,55;DTM;2
400594;-10;-948,56;DTM;2
400594;-12;-1.138,27;DTM;2
400603;-500;-14.301,44;DTM;2
400603;-550;-15.731,59;DTM;2
400665;-12;-317,77;DTE;2
400683;-6;-11,64;DTE;2
400708;-15;-89,93;DTM;2
400708;-15;-89,93;DTM;2
400708;-13;-77,94;DTM;2
400708;-15;-89,93;DTM;2
400708;-15;-89,93;DTM;2
400708;-104;-623,51;DTM;2
400708;-15;-89,93;DTM;2
400708;-9;-53,96;DTE;2
400708;-30;-179,86;DTM;2
400708;-315;-1.888,52;DTM;2
400708;-15;-89,93;DTM;2
400708;-15;-89,93;DTM;2
400708;-9;-53,96;DTE;2
400708;-54;-323,75;DTE;2
400708;-60;-359,72;DTE;2
400708;-104;-623,51;DTE;2
400708;-18;-107,92;DTE;2
400708;-208;-1.247,02;DTE;2
400708;-80;-479,62;DTM;2
400708;-30;-179,86;DTM;2
400708;-380;-2.278,22;DTM;2
400708;-15;-89,93;DTM;2
400730;-253;-4.840,78;DTE;2
400730;-103;-1.970,75;DTE;2
400730;-781;-14.943,29;DTE;2
400730;-264;-5.051,25;DTE;2
400730;-173;-3.310,10;DTE;2
400730;-2.718;-52.004,93;DTE;2
400730;-1.892;-36.200,64;DTE;2
400730;-1.159;-22.175,76;DTE;2
400730;-833;-15.938,23;DTE;2
400730;-488;-9.337,16;DTE;2
400730;-296;-5.663,52;DTE;2
400730;-40;-765,34;DTE;2
400790;-2;-37,63;DTE;2
400790;-12;-225,78;DTE;2
400805;-3;-16,51;DTM;2
400805;-3;-16,51;DTM;2
400805;-3;-16,51;DTM;2
400805;-3;-16,51;DTM;2
400805;-3;-16,51;DTM;2
400813;-10;-17,47;DTM;2
400813;-40;-69,88;DTM;2
400813;-30;-52,41;DTM;2
400813;-2;-3,49;DTM;2
400813;-10;-17,47;DTM;2
400813;-10;-17,47;DTM;2
400813;-2;-3,49;DTM;2
400813;-5;-8,74;DTE;2
400813;-20;-34,94;DTM;2
400813;-20;-34,94;DTM;2
400813;-25;-43,68;DTM;2
400813;-10;-17,47;DTM;2
400813;-30;-52,41;DTM;2
400813;-6;-10,48;DTM;2
400827;-4;-11,17;DTE;2
400827;-27;-75,38;DTE;2
400827;-2;-5,58;DTE;2
400827;-7;-19,54;DTE;2
400906;-27;-2.685,44;DTE;2
400906;-4;-397,84;DTE;2
400906;-1;-99,46;DTE;2
400906;-6;-596,76;DTE;2
400942;-2;-9,37;DTE;2
400942;-1;-4,68;DTE;2
400968;2;3.991,86;DIT;2
400974;-2;-2,76;DTM;2
400974;-8;-11,04;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-6;-8,28;DTM;2
400974;-6;-8,28;DTM;2
400974;-10;-13,79;DTM;2
400974;-4;-5,52;DTM;2
400974;-6;-8,28;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-6;-8,28;DTM;2
400974;-8;-11,04;DTM;2
400974;-4;-5,52;DTM;2
400974;-6;-8,28;DTM;2
400974;-4;-5,52;DTM;2
400974;-6;-8,28;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-8;-11,04;DTM;2
400974;-9;-12,41;DTM;2
400974;-9;-12,41;DTM;2
400974;-6;-8,28;DTM;2
400974;-4;-5,52;DTM;2
400974;-12;-16,55;DTM;2
400974;-10;-13,79;DTM;2
400974;-16;-22,07;DTM;2
400974;-4;-5,52;DTM;2
400974;-8;-11,04;DTM;2
400974;-12;-16,55;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-9;-12,41;DTM;2
400974;-9;-12,41;DTM;2
400974;-2;-2,76;DTM;2
400974;-4;-5,52;DTM;2
400974;-4;-5,52;DTM;2
400974;-6;-8,28;DTM;2
400974;-6;-8,28;DTM;2
400974;-4;-5,52;DTM;2
400974;-23;-31,73;DTM;2
401117;-6;-73,56;DTM;2
401117;-6;-73,56;DTE;2
401131;-13;-168,31;DTE;2
401131;-6;-77,68;DTE;2
401155;-3;-43,89;DTM;2
401155;-3;-43,89;DTM;2
401155;-3;-43,89;DTM;2
401155;-3;-43,89;DTM;2
401155;-3;-43,89;DTM;2
401264;-6;-159,79;DTM;2
401264;-3;-79,9;DTM;2
401264;-3;-79,9;DTM;2
401264;-3;-79,9;DTM;2
401264;-3;-79,9;DTM;2
401264;-9;-239,69;DTM;2
401264;-6;-159,79;DTM;2
401264;-6;-159,79;DTM;2
401264;-9;-239,69;DTM;2
401264;-3;-79,9;DTM;2
401264;-6;-159,79;DTM;2
401264;-3;-79,9;DTM;2
401264;-3;-79,9;DTM;2
401264;-15;-399,48;DTM;2
401264;-3;-79,9;DTM;2
401324;-1;-11.580,90;DIT;2
401396;-15;-140,6;DTM;2
401438;-1;-11,37;DTE;2
401497;-10;-19,9;DTE;2
401566;-4;-95,6;DTE;2
401566;-4;-95,6;DTE;2
401566;-4;-95,6;DTE;2
401566;-3;-71,7;DTE;2
401568;-1;-1,24;DTE;2
401568;-1;-1,24;DTE;2
401608;-3;-151,26;DTE;2
401608;-3;-151,26;DTE;2
401608;-3;-151,26;DTE;2
401629;2;61.601,07;DIT;2
401629;-1;-30.800,54;DIT;2
401656;-1;-23.843,14;DTM;2
401683;-1;-187,8;DTM;2
401683;-2;-375,6;DTM;2
401683;-1;-187,8;DTM;2
401683;-1;-187,8;DTM;2
401706;-50;-753,58;DIT;2
401823;-6;-167,18;DTE;2
401823;-4;-111,45;DTE;2
401823;-13;-362,22;DTE;2
401823;-21;-585,12;DTM;2
401823;-3;-83,59;DTE;2
401844;-2;-191,71;DTE;2
401857;-3;-970,46;DTE;2
401870;-6;-6,1;DTE;2
401870;-3;-3,05;DTE;2
401888;-3;-91,14;DTE;2
401888;-3;-91,14;DTE;2
401910;-50;-579,73;DIT;2
401937;-4;-16,37;DTE;2
401937;-2;-8,18;DTE;2
401937;-7;-28,64;DTE;2
401937;-2;-8,18;DTE;2
401941;-100;-322,04;DTE;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402081;-12;-1.168,37;DTM;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402081;-6;-584,19;DTM;2
402127;-6;-26,44;DTE;2
402127;-3;-13,22;DTE;2
402132;-1;-10.083,04;DIT;2
402152;-2;-127,49;DTE;2
402296;-3;-37,13;DTM;2
402296;-3;-37,13;DTM;2
402296;-3;-37,13;DTM;2
402296;-6;-74,26;DTM;2
402296;-9;-111,39;DTM;2
402296;-2;-24,75;DTM;2
402296;-12;-148,52;DTM;2
402296;-1;-12,38;DTM;2
402296;-6;-74,26;DTM;2
402296;-6;-74,26;DTM;2
402296;-6;-74,26;DTM;2
402296;-30;-371,31;DTM;2
402296;-3;-37,13;DTM;2
402296;-6;-74,26;DTM;2
402296;-6;-74,26;DTM;2
402296;-6;-74,26;DTM;2
402296;-3;-37,13;DTM;2
402296;-6;-74,26;DTM;2
402296;-6;-74,26;DTM;2
402296;-6;-74,26;DTM;2
